khoảng cách trên,khoảng cách dưới
0,0,07_09_50
0,0.827,07_09_52
0.631,0,07_09_55
0.564,0.731,07_10_15
0,0,07_10_18
0.702,0.919,07_10_19
0,0,07_10_21
0.419,0.478,07_10_23
0.663,0.765,07_10_24
0.59,0.701,07_11_51
0.274,0.612,07_11_53
0.734,0,07_11_54
0,0,07_11_56
0,0.663,07_11_58
0.529,0.801,07_11_59
0.573,0.929,07_12_01
0.519,0.72,07_12_02
0.506,0.697,07_12_05
0.591,0.889,07_12_08
0.639,0.828,07_12_11
0.711,0.882,07_12_14
0,0,07_12_17
0.691,0,07_12_20
0,0.782,07_12_23
0.578,0.722,07_12_29
0,0,07_12_31
0.752,0.86,07_12_33
0,0,07_12_34
0.365,0.536,07_12_36
0.609,0.81,07_12_38
0.682,0.881,07_13_40
0.734,0.845,07_13_41
0.713,0.788,07_13_43
0.757,0.821,07_13_44
0.844,0.733,07_13_45
0.89,0.681,07_13_47
0.828,0.724,07_13_49
0.806,0.828,07_13_50
0.709,0.818,07_13_52
0.669,0.929,07_13_54
0.702,0.89,07_13_55
0.615,0.973,07_13_57
0.721,0.836,07_13_58
0.762,0.745,07_14_00
0.721,0.88,07_14_02
0.757,0.814,07_14_03
0,0.604,07_14_05
0.647,0.948,07_14_06
0.656,0.956,07_14_08
0.622,1.001,07_14_10
0.689,0.856,07_14_11
0.721,0.887,07_14_13
0.705,0.877,07_14_15
0.667,0.789,07_15_46
0.729,0.784,07_15_48
0.719,0.903,07_15_50
0.697,0.874,07_15_52
0.699,0.803,07_19_18
0.751,0.767,07_19_19
0.812,0.717,07_19_21
0.693,0.857,07_19_22
0.653,0.923,07_19_24
0.589,1.024,07_19_25
0.786,0.787,07_19_27
0.758,0.815,07_19_29
0.701,0.824,07_19_30
0.669,0.836,07_19_32
0.698,0.893,07_19_34
0.771,0.773,07_19_35
0.793,0.735,07_19_37
0.726,0.805,07_19_38
0.782,0.752,07_19_40
0.691,0.811,07_19_42
0.66,0.823,07_19_43
0.727,0.829,07_19_49
0.717,0.865,07_19_51
0.755,0.815,07_19_52
0.784,0.816,07_19_55
0.723,0.77,07_19_57
0.768,0.81,07_19_59
0.698,0.749,07_20_00
0.65,0.925,07_20_02
0.765,0.858,07_20_04
0.646,0.92,07_20_05
0.805,0.753,07_20_07
0.697,0.824,07_20_08
0.772,0.839,07_20_10
0.749,0.805,07_20_12
0.78,0.754,07_20_13
0.765,0.762,07_20_15
0.629,0.898,07_20_16
0.793,0.766,07_20_18
0.763,0.887,07_20_20
0.713,0.845,07_20_21
0.699,0.889,07_20_29
0.813,0.734,07_20_31
0.652,0.86,07_20_32
0.662,0.879,07_20_34
0.726,0.838,07_20_35
0.725,0.833,07_20_37
0.714,0.809,07_20_39
0.634,0.833,07_20_40
0.609,1.006,07_20_42
0.704,0.854,07_20_43
0.617,0.834,07_20_45
0.711,0.847,07_20_47
0.653,0.908,07_20_48
0.709,0.826,07_20_50
0.662,0.886,07_20_51
0.617,1.018,07_20_53
0.724,0.856,07_20_55
0.675,0.937,07_20_56
0.742,0.862,07_20_58
0.737,0.807,07_21_00
0.731,0.795,07_21_01
0.674,0.825,07_21_03
0.769,0.844,07_21_04
0.763,0.846,07_21_06
0.734,0.885,07_21_07
0.702,0.88,07_21_09
0.684,0.904,07_21_11
0.642,0.855,07_23_18
0.727,0.858,07_23_20
0.722,0.881,07_23_21
0.687,0.938,07_23_23
0.657,0.866,07_23_24
0,0.807,07_23_26
0.623,1.015,07_23_28
0.679,0.908,07_23_30
0.737,0.873,07_23_31
0.675,0.907,07_23_46
0.698,0.761,07_23_48
0.713,0.843,07_23_49
0.627,0.876,07_23_51
0.73,0.899,07_23_52
0.721,0.849,07_23_54
0.686,0.893,07_23_55
0.759,0.814,07_23_57
0.675,0.923,07_23_59
0.653,0.854,07_24_00
0.719,0.902,07_24_02
0.575,0.868,07_24_03
0.755,0.859,07_24_05
0.762,0.849,07_24_07
0.705,0.898,07_24_08
0.684,0.864,07_24_23
0.677,0.933,07_24_25
0.804,0.822,07_24_26
0.659,0.966,07_24_28
0.732,0.834,07_24_30
0.691,0.851,07_24_31
0.659,0.849,07_24_33
0.736,0.878,07_24_34
0.699,0.901,07_24_36
0.791,0.813,07_24_38
0.614,1.025,07_24_39
0.678,0.929,07_24_41
0.674,0.871,07_24_42
0.634,0.999,07_24_44
0.686,0.873,07_24_51
0.673,0.889,07_24_52
0.664,0.834,07_24_54
0.684,0.843,07_24_55
0.797,0.774,07_24_56
0.678,0.828,07_24_58
0.696,0.879,07_25_00
0.586,1.015,07_25_01
0.682,0.898,07_25_03
0.609,0.993,07_25_05
0.765,0.833,07_25_06
0.688,0.843,07_25_08
0.717,0.817,07_25_10
0.565,1.0,07_25_11
0.649,0.953,07_25_13
0.72,0,07_25_14
0.582,0.951,07_25_16
0.677,0.945,07_25_18
0.641,0.941,07_25_19
0.675,0.887,07_25_21
0.733,0.813,07_26_38
0.668,0.879,07_27_00
0.829,0.767,07_27_01
0.755,0.883,07_27_03
0.671,0.94,07_27_05
0.749,0.865,07_27_06
0.777,0.83,07_27_08
0.864,0.738,07_27_10
0.678,0.919,07_27_11
0.686,0.824,07_27_13
0.697,0.774,07_27_14
0.795,0.775,07_27_16
0.68,0.897,07_27_18
0.829,0.791,07_27_19
0.71,0.909,07_27_21
0.696,0.859,07_27_22
0.791,0.789,07_27_24
0.769,0.83,07_27_25
0.762,0.832,07_27_27
0.718,0.865,07_27_29
0.704,0.911,07_27_30
0.671,0.945,07_27_32
0.71,0.839,07_27_34
0.622,0.859,07_27_35
0.744,0.851,07_27_37
0.717,0.877,07_27_38
0.69,0.897,07_27_40
0.685,0.896,07_27_42
0.669,0.89,07_27_43
0.743,0.872,07_27_45
0.691,0.889,07_27_46
0.827,0.837,07_27_48
0.479,0.972,07_27_50
0.742,0.843,07_27_51
0.749,0.85,07_27_53
0.769,0.792,07_27_54
0.68,0.843,07_27_56
0.702,0.84,07_27_58
0.789,0.823,07_27_59
0.68,0.87,07_28_00
0.708,0.813,07_28_02
0.549,0.879,07_28_04
0.727,0.892,07_28_05
0.77,0.789,07_28_07
0.809,0.816,07_28_08
0.692,0.789,07_28_10
0.795,0.778,07_28_12
0.663,0.916,07_28_13
0.634,0.896,07_28_15
0.723,0.799,07_28_17
0.703,0.866,07_28_18
0.772,0.868,07_28_20
0.735,0.914,07_28_21
0.661,0.969,07_28_23
0.762,0.844,07_28_24
0.683,0.741,07_28_25
0.784,0.804,07_30_26
0.672,0.897,07_30_28
0.713,0.776,07_30_29
0.712,0.868,07_30_31
0.767,0.863,07_30_33
0.735,0.881,07_30_34
0.729,0.875,07_30_36
0.782,0.825,07_30_37
0.717,0.876,07_30_39
0.756,0.893,07_30_40
0.772,0.868,07_30_42
0.725,0.801,07_30_44
0.705,0.879,07_30_45
0.702,0.968,07_30_47
0.737,0.88,07_30_49
0.697,0.882,07_30_50
0.753,0.919,07_30_52
0.738,0.864,07_30_53
0.688,0.826,07_30_55
0.683,0.932,07_30_56
0.763,0.868,07_30_58
0.683,0.807,07_31_00
0.674,0.783,07_31_01
0.692,0.799,07_31_03
0.721,0.828,07_31_05
0.695,0.872,07_31_06
0.766,0.831,07_31_08
0.661,0.94,07_31_09
0.738,0.823,07_31_11
0.701,0.826,07_31_12
0.726,0.901,07_31_14
0.723,0.772,07_31_16
0.699,0.888,07_31_17
0.726,0.807,07_31_19
0.792,0.792,07_31_21
0.624,0.905,07_31_22
0.706,0.846,07_31_24
0.734,0.705,07_31_25
0.656,0.836,07_31_27
0.693,0.817,07_31_29
0.72,0.832,07_31_30
0.715,0.708,07_31_32
0.792,0.717,07_31_33
0.642,0.729,07_31_35
0.743,0.763,07_31_37
0.714,0.732,07_31_38
0.763,0.785,07_31_40
0.691,0.735,07_31_41
0.764,0.799,07_31_43
0.74,0.743,07_31_44
0.718,0.722,07_31_46
0.689,0.785,07_31_48
0.668,0.809,07_31_49
0.645,0.762,07_31_51
0.719,0.653,07_31_52
0.574,0.95,07_31_54
0.614,0.841,07_31_56
0.701,0.781,07_31_57
0.705,0.813,07_31_59
0.724,0.816,07_32_00
0.686,0.812,07_32_02
0.716,0.762,07_32_04
0.792,0.707,07_32_05
0.734,0.791,07_32_07
0.652,0.753,07_32_09
0.669,0.754,07_32_10
0.716,0.737,07_32_12
0.598,0.903,07_32_13
0.698,0.799,07_32_15
0.69,0.832,07_32_16
0.716,0.822,07_32_18
0.668,0.841,07_32_20
0.677,0.777,07_32_21
0.72,0.773,07_32_23
0.836,0.668,07_32_24
0.732,0.8,07_32_26
0.754,0.792,07_32_28
0.788,0.71,07_32_29
0.736,0.742,07_32_31
0.624,0.835,07_32_32
0.609,0.882,07_32_34
0.607,0.856,07_32_36
0.595,0.899,07_32_37
0.722,0.764,07_32_39
0.633,0.786,07_32_40
0.757,0.74,07_32_42
0.616,0.884,07_32_44
0.593,0.913,07_32_45
0.769,0.773,07_32_47
0.546,0.807,07_32_48
0.638,0.939,07_32_50
0.66,0.87,07_32_52
0.698,0.815,07_32_53
0.582,0.891,07_32_55
0.637,0.774,07_32_56
0.659,0.854,07_32_58
0.566,0.988,07_33_00
0.756,0.799,07_33_01
0.575,0.963,07_33_03
0.622,0.913,07_33_05
0.635,0.879,07_33_06
0.743,0.781,07_33_08
0.673,0.87,07_33_09
0.622,0.856,07_33_11
0.77,0.73,07_33_13
0.666,0.847,07_33_14
0.558,0.929,07_33_16
0.587,0.752,07_33_17
0.451,0.738,07_33_19
0.446,0.787,07_33_21
0.46,0.743,07_33_22
0.694,0.824,07_33_24
0.65,0.89,07_33_25
0.557,0.908,07_33_27
0.633,0.835,07_33_29
0.472,1.093,07_33_30
0.562,0.945,07_33_32
0.635,0.901,07_33_33
0.677,0.806,07_33_35
0.576,0.858,07_33_37
0.636,0.834,07_33_38
0.548,0.865,07_33_40
0.698,0.819,07_33_41
0.421,0.766,07_33_43
0.552,0.73,07_33_44
0.578,0.737,07_33_46
0.667,0.852,07_33_48
0.502,0.948,07_33_49
0.573,0.888,07_33_51
0.616,0.673,07_33_52
0.553,0.579,07_33_54
0.562,0.793,07_33_56
0.511,0.658,07_33_58
0.546,0.737,07_33_59
0.306,0.717,07_34_01
0.506,0,07_34_02
0.59,0.748,07_34_22
0.645,0.678,07_34_24
0,0.975,07_34_25
0.547,0.805,07_34_27
0.573,0.621,07_34_29
0.626,0.844,07_34_30
0.715,0.827,07_34_32
0.554,0.814,07_34_34
0.692,0.754,07_34_35
0.69,0.593,07_34_37
0.535,0.755,07_34_38
0.529,0.576,07_34_40
0.521,0.636,07_34_42
0.487,0.749,07_34_43
0.557,0.636,07_34_45
0.499,0.692,07_34_47
0.582,0.677,07_34_48
0.495,1.003,07_34_49
0.648,0.758,07_34_51
0.637,0.817,07_34_53
0.598,0.849,07_37_12
0.653,0.728,07_37_13
0.765,0.751,07_37_15
0.678,0.818,07_37_16
0.702,0.769,07_37_18
0.644,0.792,07_37_20
0.634,0.797,07_37_21
0.556,0.863,07_37_23
0.666,0.794,07_37_25
0.597,0.67,07_37_26
0.536,0.716,07_37_28
0.58,0.651,07_37_29
0.434,0.725,07_37_31
0.631,0.874,07_37_32
0.62,0.85,07_37_34
0.638,0.802,07_37_35
0.577,0.785,07_37_37
0.674,0.639,07_37_39
0.523,0.786,07_37_41
0.579,0.676,07_37_42
0.7,0.682,07_37_44
0.745,0.547,07_37_46
0.655,0.617,07_37_47
0.507,0.623,07_37_49
0.653,0.668,07_37_51
0.622,0.71,07_37_52
0.659,0.723,07_37_54
0.511,0.75,07_37_55
0.58,0.671,07_37_57
0.618,0.747,07_37_58
0.731,0.665,07_38_00
0.552,0.841,07_38_02
0.632,0.871,07_38_03
0.667,0.802,07_38_05
0.659,0.755,07_38_07
0.711,0.766,07_38_08
0.682,0.818,07_38_10
0.605,0.951,07_38_11
0.643,0.914,07_38_13
0.732,0.778,07_38_15
0.582,0.841,07_38_16
0.603,0.955,07_38_18
0.648,0.802,07_38_19
0.651,0.878,07_38_21
0.693,0.843,07_38_23
0.714,0.784,07_38_24
0.613,0.814,07_38_26
0.57,0.841,07_38_28
0.55,0.996,07_38_29
0.666,0.867,07_38_31
0.5,1.067,07_39_26
0.591,0.915,07_39_27
0.612,0.841,07_39_28
0.593,0.76,07_41_24
0.707,0.806,07_41_26
0.615,0.865,07_41_28
0.539,0.935,07_41_29
0.582,0.84,07_41_31
0.635,0.87,07_41_32
0.656,0.803,07_41_34
0.597,0.826,07_41_35
0.582,0.832,07_41_37
0.494,0.919,07_41_39
0.612,0.843,07_41_40
0.624,0.829,07_41_42
0.66,0.861,07_41_44
0.587,0.882,07_41_45
0.665,0.83,07_41_47
0.642,0.838,07_41_49
0.646,0.909,07_41_50
0.588,0.903,07_41_52
0.572,0.995,07_41_53
0.714,0.781,07_41_55
0.615,0.818,07_43_41
0.599,0.846,07_43_42
0.65,0.856,07_43_44
0.721,0.8,07_43_46
0.559,0.818,07_43_47
0.55,0.858,07_43_49
0.565,0.828,07_43_51
0.546,0.897,07_43_52
0.582,0.923,07_43_54
0.736,0.775,07_43_55
0.615,0.906,07_43_57
0.632,0.922,07_43_59
0.658,0.815,07_44_00
0.632,0.888,07_44_02
0.655,0.878,07_44_03
0.622,0.876,07_44_05
0.619,0.831,07_44_07
0.647,0.79,07_44_08
0.685,0.844,07_44_10
0.76,0.778,07_44_11
0.568,0.862,07_44_13
0.585,0.865,07_44_15
0.686,0.824,07_44_16
0.579,0.917,07_44_18
0.642,0.832,07_44_20
0.638,0.814,07_44_21
0.586,0.853,07_44_23
0.517,0.871,07_44_24
0.63,0.842,07_44_26
0.715,0.825,07_44_27
0.585,0.949,07_44_29
0.604,0.844,07_44_31
0.63,0.803,07_44_32
0.568,0.774,07_44_34
0.579,0.916,07_44_36
0.559,0.841,07_44_37
0.58,0.962,07_44_39
0.645,0.877,07_44_40
0.636,0.81,07_44_42
0.683,0.838,07_44_44
0.527,0.928,07_44_45
0.59,0.93,07_44_47
0.682,0.84,07_44_48
0.585,0.832,07_44_50
0.606,0.809,07_44_51
0.65,0.786,07_44_53
0.582,0.949,07_44_55
0.59,0.802,07_47_57
0.609,0.795,07_47_58
0.703,0.853,07_48_00
0.65,0.759,07_48_02
0.658,0.815,07_48_03
0.678,0.778,07_48_05
0.58,0.909,07_48_06
0.58,0.889,07_48_08
0.587,0.873,07_48_10
0.591,0.916,07_48_28
0.686,0.83,07_48_29
0.604,0.836,07_48_31
0.614,0.806,07_48_33
0.618,0.798,07_48_34
0.625,0.867,07_48_36
0.593,0.935,07_48_37
0.578,0.843,07_48_39
0.624,0.923,07_48_40
0.613,0.958,07_48_42
0.714,0.88,07_48_44
0.644,0.79,07_48_45
0.653,0.848,07_48_47
0.566,0.822,07_48_58
0.529,0.919,07_48_59
0.584,0.824,07_49_01
0.637,0.804,07_49_03
0.608,0.865,07_49_05
0.615,0.864,07_49_06
0.559,0.849,07_49_08
0.664,0.818,07_49_09
0.56,0.898,07_49_11
0.62,0.813,07_49_12
0.563,0.779,07_49_14
0.67,0.811,07_49_15
0.598,0.893,07_49_17
0.562,0.83,07_49_19
0.609,0.886,07_49_21
0.606,0.773,07_49_22
0.685,0.808,07_49_23
0.627,0.804,07_49_25
0.617,0.788,07_49_27
0.617,0.845,07_49_28
0.49,0.994,07_49_30
0.587,0.862,07_49_32
0.545,0.905,07_49_33
0.639,0.924,07_49_35
0.602,0.872,07_49_37
0.615,0.896,07_49_50
0.605,0.907,07_49_52
0.586,0.848,07_49_53
0.631,0.825,07_49_55
0.686,0.802,07_49_57
0.656,0.811,07_49_58
0.616,0.853,07_50_00
0.627,0.863,07_50_01
0.608,0.91,07_50_03
0.664,0.818,07_50_04
0.726,0.78,07_50_17
0.663,0.86,07_50_18
0.706,0.757,07_50_20
0.784,0.696,07_50_21
0.601,0.88,07_50_23
0.708,0.807,07_50_24
0.584,0.863,07_50_26
0.587,0.877,07_50_28
0.646,0.828,07_50_29
0.595,0.854,07_50_31
0.651,0.9,07_50_32
0.464,1.048,07_50_34
0.575,0.886,07_50_36
0.646,0.826,07_50_45
0.725,0.786,07_50_47
0.661,0.83,07_50_48
0.601,0.869,07_50_50
0.558,0.91,07_50_52
0.604,0.971,07_50_53
0.614,0.791,07_50_55
0.675,0.834,07_50_57
0.65,0.832,07_50_58
0.598,0.888,07_51_00
0.56,0.882,07_51_01
0.6,0.844,07_51_03
0.586,0.841,07_51_04
0.785,0.714,07_51_06
0.678,0.828,07_51_08
0.597,0.97,07_51_09
0.504,1.002,07_51_11
0.663,0.825,07_51_12
0.665,0.879,07_51_14
0.665,0.865,07_51_16
0.68,0.855,07_51_17
0.652,0.9,07_51_19
0.625,0.812,07_51_21
0.57,0.969,07_51_22
0.747,0.809,07_51_24
0.579,0.906,07_51_25
0.615,0.88,07_51_27
0.589,0.846,07_51_29
0.628,0.811,07_51_30
0.605,0.867,07_51_32
0.582,0.863,07_51_33
0.607,0.827,07_51_39
0.435,1.018,07_51_40
0.578,0.864,07_51_42
0.464,1.03,07_51_44
0.454,1.018,07_51_45
0.65,0.9,07_51_47
0.716,0.8,07_51_48
0.453,0.999,07_51_50
0.742,0.783,07_51_52
0.485,1.058,07_51_53
0.664,0.826,07_51_54
0.662,0.842,07_51_56
0.67,0.822,07_51_58
0.581,0.886,07_51_59
0.629,0.877,07_52_01
0.596,0.871,07_52_02
0.646,0.927,07_52_04
0.621,0.809,07_52_06
0.655,0.873,07_52_07
0.557,0.87,07_52_09
0.723,0.753,07_52_11
0.632,0.787,07_52_12
0.593,0.837,07_52_14
0.628,0.779,07_52_15
0.605,0.841,07_52_17
0.675,0.822,07_52_18
0.695,0.8,07_52_20
0.763,0.728,07_52_22
0.559,0.831,07_52_23
0.546,0.891,07_52_25
0.602,0.856,07_52_26
0.618,0.858,07_52_28
0.577,0.797,07_52_30
0.63,0.85,07_52_31
0.542,0.935,07_52_33
0.581,0.87,07_52_34
0.552,0.876,07_52_36
0.527,0.896,07_52_38
0.608,0.936,07_52_39
0.548,0.886,07_52_41
0.546,0.887,07_52_43
0.595,0.852,07_52_44
0.614,0.869,07_52_46
0.673,0.819,07_52_57
0.678,0.828,07_52_58
0.642,0.801,07_53_00
0.605,0.858,07_53_01
0.654,0.808,07_53_03
0.583,0.86,07_53_05
0.588,0.786,07_53_06
0.618,0.785,07_53_08
0.567,0.919,07_53_09
0.551,1.008,07_53_11
0.615,0.82,07_53_13
0.489,0.89,07_53_14
0.501,0.886,07_53_16
0.451,1.034,07_53_18
0.608,0.868,07_53_19
0.527,0.904,07_53_21
0.526,0.755,07_53_22
0.707,0.75,07_53_24
0.565,0.881,07_53_25
0.711,0.735,07_53_27
0.54,0.887,07_53_29
0.634,0.79,07_53_30
0.744,0.816,07_53_32
0.508,0.927,07_53_33
0.579,0.902,07_53_35
0.624,0.885,07_53_37
0.631,0.893,07_53_38
0.666,0.804,07_53_40
0.646,0.823,07_53_41
0.579,0.873,07_53_43
0.623,0.88,07_53_45
0.608,0.828,07_53_46
0.636,0.883,07_53_48
0.64,0.855,07_53_49
0.551,0.853,07_53_51
0.516,0.917,07_53_53
0.635,0.74,07_53_54
0.573,0.872,07_53_56
0.595,0.872,07_53_57
0.683,0.838,07_53_59
0.61,0.909,07_54_01
0.578,0.852,07_54_02
0.544,0.926,07_54_04
0.595,0.932,07_54_05
0.5,0.899,07_54_07
0.529,0.975,07_54_09
0.62,0.843,07_54_10
0.699,0.774,07_54_12
0.618,0.875,07_54_13
0.684,0.825,07_54_15
0.577,0.842,07_54_17
0.578,0.879,07_54_18
0.627,0.812,07_54_20
0.754,0.736,07_54_22
0.553,0.922,07_54_23
0.652,0.822,07_54_25
0.621,0.889,07_54_26
0.706,0.795,07_54_28
0.529,0.867,07_54_30
0.758,0.763,07_54_31
0.609,0.875,07_54_33
0.584,0.89,07_54_34
0.631,0.832,07_54_36
0.532,0.929,07_54_37
0.64,0.893,07_54_39
0.629,0.868,07_54_41
0.517,0.912,07_54_42
0.616,0.842,07_54_44
0.606,0.822,07_55_09
0.548,0.905,07_55_11
0.639,0.838,07_55_12
0.563,0.902,07_55_14
0.628,0.813,07_55_16
0.611,0.81,07_55_17
0.606,0.929,07_55_19
0.634,0.822,07_55_20
0.657,0.778,07_55_22
0.549,0.925,07_55_24
0.572,0.879,07_55_25
0.695,0.767,07_55_27
0.607,0.844,07_55_28
0.507,0.912,07_55_30
0.573,0.892,07_55_32
0.62,0.858,07_55_33
0.653,0.855,07_55_35
0.627,0.801,07_55_37
0.604,0.836,07_55_38
0.564,0.926,07_55_40
0.581,0.849,07_55_41
0.621,0.861,07_55_43
0.692,0.826,07_55_44
0.686,0.781,07_55_46
0.565,0.954,07_55_48
0.643,0.885,07_55_49
0.616,0.826,07_55_51
0.64,0.861,07_55_52
0.572,0.793,07_55_54
0.581,0.727,07_55_56
0.478,0.633,07_55_57
0.583,0.751,07_55_59
0.503,0.597,07_56_00
0.487,0.597,07_56_02
0.475,0.658,07_56_04
0.452,0.581,07_56_05
0.573,0.613,07_56_07
0.573,0.916,07_56_08
0.649,0.858,07_56_10
0.639,0.818,07_56_12
0.63,0.788,07_56_13
0.711,0.786,07_56_15
0.658,0.824,07_56_17
0.663,0.812,07_56_18
0.625,0.811,07_56_20
0.548,0.944,07_56_21
0.73,0.76,07_56_23
0.564,0.996,07_56_24
0.625,0.785,07_56_26
0.563,0.898,07_56_28
0.638,0.817,07_56_30
0.597,0.821,07_56_31
0.633,0.808,07_56_32
0.53,0.819,07_56_34
0.558,0.888,07_56_36
0.597,0.916,07_56_37
0.63,0.844,07_56_39
0.669,0.863,07_56_41
0.511,1.009,07_56_42
0.545,0.92,07_56_44
0.675,0.828,07_56_45
0.55,0.92,07_56_47
0.614,0.842,07_56_49
0.602,0.822,07_56_50
0.542,0.936,07_56_52
0.603,0.816,07_56_53
0.494,0.904,07_56_55
0.507,0.993,07_57_05
0.559,0.924,07_57_07
0.568,0.871,07_57_09
0.476,0.977,07_57_10
0.557,0.866,07_57_12
0.556,0.932,07_57_13
0.625,0.83,07_57_15
0.591,0.926,07_57_16
0.632,0.8,07_57_18
0.657,0.844,07_57_20
0.672,0.856,07_57_21
0.666,0.788,07_57_23
0.666,0.821,07_57_24
0.67,0.797,07_57_26
0.573,0.814,07_57_28
0.686,0.77,07_57_29
0.587,0.76,07_57_31
0.597,0.803,07_57_33
0.594,0.898,07_57_34
0.522,0.83,07_57_36
0.611,0.808,07_57_37
0.684,0.776,07_57_39
0.603,0.785,07_57_40
0.61,0.851,07_57_42
0.667,0.778,07_57_43
0.577,0.907,07_57_45
0.552,0.945,07_57_47
0.458,0.972,07_57_48
0.552,0.898,07_57_50
0.548,0.813,07_57_52
0.592,0.783,07_57_53
0.749,0.714,07_57_55
0.636,0.858,07_57_56
0.619,0.837,07_57_58
0.582,0.83,07_58_00
0.554,0.867,07_58_01
0.558,0.828,07_58_03
0.676,0.831,07_58_04
0.53,0.92,07_58_06
0.599,0.914,07_58_08
0.624,0.825,07_58_10
0.662,0.833,07_58_11
0.588,0.844,07_58_13
0.542,0.831,07_58_14
0.626,0.802,07_58_16
0.634,0.865,07_58_18
0.595,0.92,07_58_19
0.562,0.855,07_58_21
0.75,0.707,07_58_22
0.661,0.791,07_58_24
0.647,0.85,07_58_26
0.539,0.946,07_58_27
0.591,0.959,07_58_29
0.6,0.857,07_58_30
0.559,0.821,07_58_32
0.686,0.857,07_58_33
0.644,0.883,07_58_35
0.633,0.824,07_58_37
0.566,0.868,07_58_38
0.597,0.928,07_58_40
0.73,0.807,07_58_42
0.636,0.796,07_58_43
0.674,0.813,07_58_45
0.665,0.873,07_58_46
0.57,0.829,07_58_48
0.713,0.837,07_58_49
0.647,0.863,07_58_51
0.63,0.808,07_58_53
0.624,0.821,07_58_54
0.628,0.83,07_58_56
0.651,0.909,07_58_58
0.631,0.858,07_58_59
0.627,0.909,07_59_01
0.734,0.754,07_59_02
0.688,0.812,07_59_04
0.453,1.029,07_59_05
0.621,0.894,07_59_07
0.624,0.935,07_59_09
0.587,0.872,07_59_16
0.671,0.842,07_59_17
0.738,0.723,07_59_19
0.699,0.871,07_59_21
0.649,0.849,07_59_23
0.723,0.823,07_59_24
0.61,0.852,07_59_26
0.612,0.874,07_59_27
0.598,0.794,07_59_29
0.611,0.788,07_59_30
0.613,0.861,07_59_32
0.55,0.939,07_59_34
0.708,0.795,07_59_35
0.692,0.806,07_59_37
0.563,1.002,07_59_39
0.627,0.808,07_59_40
0.668,0.81,07_59_42
0.686,0.836,07_59_43
0.535,0.908,07_59_45
0.619,0.809,07_59_47
0.614,0.873,07_59_48
0.552,0.855,07_59_49
0.62,0.761,07_59_51
0.74,0.767,07_59_53
0.613,0.906,08_02_17
